<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
XOM.US,D,19701027,000000,1.456,1.4632,1.442,1.4632,1926742,0
XOM.US,D,19701028,000000,1.4632,1.4632,1.456,1.4632,2137266,0
XOM.US,D,19701029,000000,1.4632,1.4702,1.4632,1.4702,1725376,0
XOM.US,D,19701030,000000,1.4702,1.4702,1.456,1.4632,3391245,0
XOM.US,D,19701102,000000,1.4632,1.4632,1.456,1.4632,1743677,0
XOM.US,D,19701103,000000,1.4632,1.4702,1.4632,1.4702,2668146,0
XOM.US,D,19701104,000000,1.4702,1.484,1.4632,1.4774,3647534,0
XOM.US,D,19701105,000000,1.4774,1.4774,1.456,1.456,1803173,0
XOM.US,D,19701106,000000,1.456,1.456,1.442,1.449,2210488,0
XOM.US,D,19701109,000000,1.449,1.4632,1.442,1.449,2997662,0
XOM.US,D,19701110,000000,1.449,1.449,1.442,1.442,2604072,0
XOM.US,D,19701111,000000,1.449,1.4632,1.449,1.456,1945046,0
XOM.US,D,19701112,000000,1.449,1.4632,1.449,1.449,1720797,0
XOM.US,D,19701113,000000,1.449,1.449,1.4277,1.435,2544579,0
XOM.US,D,19701117,000000,1.4065,1.4137,1.4065,1.4065,1482810,0
XOM.US,D,19701118,000000,1.4065,1.4209,1.3996,1.4065,2585768,0
XOM.US,D,19701119,000000,1.4137,1.442,1.4137,1.4277,1803173,0
XOM.US,D,19701120,000000,1.4277,1.456,1.4209,1.449,2279137,0
XOM.US,D,19701123,000000,1.456,1.4702,1.456,1.4702,2123533,0
XOM.US,D,19701124,000000,1.4702,1.498,1.4702,1.491,4301986,0
XOM.US,D,19701125,000000,1.498,1.5124,1.498,1.5052,2631538,0
XOM.US,D,19701127,000000,1.5052,1.5124,1.491,1.5124,2448471,0
XOM.US,D,19701130,000000,1.5124,1.533,1.5124,1.5262,2558306,0
XOM.US,D,19701201,000000,1.5262,1.533,1.5052,1.5124,5560552,0
XOM.US,D,19701202,000000,1.5124,1.5262,1.4774,1.5124,6539939,0
XOM.US,D,19701203,000000,1.5124,1.5262,1.5052,1.5124,4114348,0
XOM.US,D,19701204,000000,1.5124,1.533,1.5052,1.533,2594921,0
XOM.US,D,19701207,000000,1.533,1.533,1.5195,1.5262,2366093,0
XOM.US,D,19701208,000000,1.5262,1.5262,1.5124,1.5262,2091503,0
XOM.US,D,19701209,000000,1.5195,1.5195,1.498,1.5052,2228797,0
XOM.US,D,19701210,000000,1.5052,1.5262,1.5052,1.5262,2178452,0
XOM.US,D,19701211,000000,1.5262,1.5262,1.5195,1.5195,2210488,0
XOM.US,D,19701214,000000,1.5195,1.5262,1.5052,1.5124,1340938,0
XOM.US,D,19701215,000000,1.5124,1.5124,1.4774,1.4774,4416404,0
XOM.US,D,19701216,000000,1.4702,1.4702,1.4209,1.4702,8585670,0
XOM.US,D,19701217,000000,1.4702,1.491,1.4702,1.491,2398130,0
XOM.US,D,19701218,000000,1.491,1.5124,1.484,1.5052,2224217,0
XOM.US,D,19701221,000000,1.5052,1.5124,1.498,1.5052,1821481,0
XOM.US,D,19701222,000000,1.5052,1.5124,1.498,1.498,2498817,0
XOM.US,D,19701223,000000,1.498,1.5052,1.491,1.491,3189878,0
XOM.US,D,19701224,000000,1.491,1.498,1.484,1.491,1656720,0
XOM.US,D,19701228,000000,1.491,1.5052,1.491,1.5052,1322630,0
XOM.US,D,19701229,000000,1.5052,1.5262,1.498,1.5262,3354638,0
XOM.US,D,19701230,000000,1.5262,1.533,1.5262,1.533,2970204,0
XOM.US,D,19701231,000000,1.533,1.5474,1.5262,1.5474,2086919,0
XOM.US,D,19710104,000000,1.5474,1.5474,1.5195,1.5262,1876395,0
XOM.US,D,19710105,000000,1.5262,1.533,1.5195,1.5262,1697912,0
XOM.US,D,19710106,000000,1.5262,1.533,1.5124,1.5195,2471356,0
XOM.US,D,19710107,000000,1.5195,1.5262,1.5124,1.5124,1711643,0
XOM.US,D,19710108,000000,1.5124,1.5124,1.491,1.491,1885552,0
XOM.US,D,19710111,000000,1.4774,1.4774,1.442,1.4702,7455253,0
XOM.US,D,19710112,000000,1.4702,1.4774,1.456,1.4632,3848909,0
XOM.US,D,19710113,000000,1.456,1.456,1.4209,1.4277,5244760,0
XOM.US,D,19710114,000000,1.4277,1.435,1.4065,1.435,7642892,0
XOM.US,D,19710115,000000,1.435,1.435,1.4209,1.4209,3739068,0
XOM.US,D,19710118,000000,1.4209,1.435,1.4209,1.4277,3702458,0
XOM.US,D,19710119,000000,1.4277,1.442,1.4277,1.442,3139532,0
XOM.US,D,19710120,000000,1.442,1.456,1.442,1.449,3780259,0
XOM.US,D,19710121,000000,1.449,1.4632,1.442,1.4632,2677303,0
XOM.US,D,19710122,000000,1.4632,1.4774,1.4632,1.4774,3075466,0
XOM.US,D,19710125,000000,1.4774,1.4774,1.4632,1.4702,4114348,0
XOM.US,D,19710126,000000,1.4702,1.4774,1.4632,1.4702,4800840,0
XOM.US,D,19710127,000000,1.4702,1.4774,1.4632,1.4632,2480507,0
XOM.US,D,19710128,000000,1.4632,1.4702,1.449,1.4632,2109805,0
XOM.US,D,19710129,000000,1.4702,1.491,1.4702,1.484,4173851,0
XOM.US,D,19710201,000000,1.491,1.5124,1.491,1.5124,2512545,0
XOM.US,D,19710202,000000,1.5124,1.5124,1.491,1.498,2773412,0
XOM.US,D,19710203,000000,1.498,1.498,1.484,1.491,4256221,0
XOM.US,D,19710204,000000,1.484,1.484,1.4702,1.4774,2782567,0
XOM.US,D,19710205,000000,1.4774,1.498,1.4774,1.491,2027426,0
XOM.US,D,19710208,000000,1.491,1.498,1.484,1.491,2009117,0
XOM.US,D,19710209,000000,1.491,1.5195,1.491,1.5124,5601738,0
XOM.US,D,19710210,000000,1.5124,1.5262,1.5052,1.5262,3002238,0
XOM.US,D,19710211,000000,1.5262,1.5262,1.5124,1.5124,2997662,0
XOM.US,D,19710212,000000,1.5124,1.5262,1.5124,1.5195,3784834,0
XOM.US,D,19710216,000000,1.533,1.5687,1.533,1.5687,6846565,0
XOM.US,D,19710217,000000,1.5687,1.5758,1.5544,1.5758,3432436,0
XOM.US,D,19710218,000000,1.5758,1.5758,1.5687,1.5758,2356937,0
XOM.US,D,19710219,000000,1.5758,1.5758,1.5616,1.5687,2288293,0
XOM.US,D,19710222,000000,1.5687,1.5687,1.5544,1.5616,2526274,0
XOM.US,D,19710223,000000,1.5616,1.5687,1.5544,1.5687,2631538,0
XOM.US,D,19710224,000000,1.5687,1.5687,1.5616,1.5687,3285985,0
XOM.US,D,19710225,000000,1.5687,1.6034,1.5687,1.5966,3519395,0
XOM.US,D,19710226,000000,1.5966,1.5966,1.5474,1.5827,4334025,0
XOM.US,D,19710301,000000,1.5758,1.5758,1.5687,1.5687,2196758,0
XOM.US,D,19710302,000000,1.5687,1.5827,1.5687,1.5758,2297442,0
XOM.US,D,19710303,000000,1.5758,1.5966,1.5758,1.5897,2137266,0
XOM.US,D,19710304,000000,1.5897,1.6461,1.5897,1.639,3496510,0
XOM.US,D,19710305,000000,1.639,1.6528,1.639,1.6461,3537697,0
XOM.US,D,19710308,000000,1.6461,1.6461,1.639,1.639,1615532,0
XOM.US,D,19710309,000000,1.639,1.639,1.6109,1.6179,3011389,0
